,action1,action2,action3,action4,action5,epsilon,lr,reward1,reward2,reward3,reward4,reward5,total_reward
0,"[0.6, 0.9]","[0.4, 0.1]","[0.9, 0.6]","[0.4, 0.6]","[0.7, 0.4]",1.00,0.50,16.91,-0.79,-1.15,16.52,-29.34,2.14
1,"[0.0, 0.3]","[0.4, 0.4]","[0.3, 0.1]","[0.0, 0.0]","[0.6, 0.3]",0.98,0.50,11.49,-10.27,-6.45,0.16,9.24,4.16
2,"[0.6, 0.9]","[0.6, 0.4]","[0.9, 0.6]","[0.4, 0.6]","[0.4, 0.9]",0.95,0.50,16.39,-12.64,12.50,16.81,7.30,40.37
3,"[0.7, 0.9]","[0.3, 0.1]","[0.4, 0.5]","[0.1, 0.6]","[0.3, 0.0]",0.93,0.50,9.83,-0.01,41.48,6.14,1.92,59.37
4,"[0.5, 0.3]","[0.3, 0.8]","[0.3, 0.4]","[0.5, 0.8]","[0.4, 0.4]",0.90,0.50,4.46,17.25,-18.59,44.43,-14.16,33.40
5,"[0.9, 0.9]","[0.4, 0.3]","[0.8, 0.4]","[0.2, 0.4]","[0.6, 0.4]",0.88,0.50,-20.92,1.84,1.01,14.03,2.68,-1.37
6,"[0.0, 0.9]","[0.9, 0.8]","[0.0, 0.9]","[0.5, 0.8]","[0.4, 0.6]",0.85,0.50,90.46,19.83,43.83,17.54,-25.63,146.03
7,"[0.5, 0.7]","[0.0, 0.2]","[0.0, 0.9]","[0.6, 0.8]","[0.3, 0.7]",0.81,0.50,7.73,8.17,72.33,43.79,14.03,146.04
8,"[0.2, 0.7]","[0.9, 0.8]","[0.4, 0.7]","[0.2, 0.0]","[0.5, 0.3]",0.78,0.50,13.72,31.31,45.92,-0.52,-6.62,83.82
9,"[0.5, 0.9]","[0.8, 0.9]","[0.8, 0.7]","[0.0, 0.0]","[0.5, 0.2]",0.74,0.50,16.94,-22.48,-4.32,-0.24,14.94,4.85
10,"[0.4, 0.8]","[0.9, 0.8]","[0.4, 0.7]","[0.5, 0.0]","[0.5, 0.2]",0.70,0.50,-32.22,43.04,49.36,3.37,-56.01,7.54
11,"[0.9, 0.5]","[0.9, 0.8]","[0.1, 0.6]","[0.4, 0.0]","[0.3, 0.7]",0.65,0.50,52.80,7.35,41.99,7.89,16.14,126.17
12,"[0.2, 0.1]","[0.9, 0.8]","[0.7, 0.4]","[0.0, 0.6]","[0.3, 0.7]",0.60,0.50,-16.57,12.22,11.33,10.59,-24.76,-7.19
13,"[0.0, 0.9]","[0.9, 0.8]","[0.0, 0.9]","[0.2, 0.4]","[0.8, 0.3]",0.54,0.50,93.26,20.98,46.99,-5.62,61.88,217.49
14,"[0.7, 0.6]","[0.8, 0.0]","[0.7, 0.5]","[0.6, 0.8]","[0.8, 0.7]",0.48,0.48,2.78,0.68,11.54,4.92,-114.21,-94.29
15,"[0.1, 0.7]","[0.3, 0.8]","[0.0, 0.9]","[0.5, 0.8]","[0.8, 0.3]",0.40,0.40,40.06,-40.41,52.16,20.61,-7.09,65.33
16,"[0.0, 0.9]","[0.9, 0.8]","[0.2, 0.9]","[0.5, 0.8]","[0.8, 0.2]",0.30,0.30,81.52,21.36,44.64,-17.18,-0.51,129.84
17,"[0.0, 0.9]","[0.9, 0.8]","[0.9, 0.5]","[0.6, 0.8]","[0.8, 0.3]",0.18,0.18,80.66,20.35,13.94,10.53,-36.22,89.25
18,"[0.0, 0.9]","[0.9, 0.8]","[0.0, 0.9]","[0.6, 0.8]","[0.8, 0.3]",0.01,0.01,92.35,17.78,45.02,45.38,-37.97,162.55
19,"[0.0, 0.9]","[0.9, 0.8]","[0.0, 0.9]","[0.6, 0.8]","[0.8, 0.3]",0.01,0.01,88.14,17.51,51.69,41.66,-35.42,163.58
