,action1,action2,action3,action4,action5,epsilon,lr,reward1,reward2,reward3,reward4,reward5,total_reward
0,"[0.5, 0.7]","[0.2, 0.1]","[0.0, 0.0]","[0.2, 0.0]","[0.7, 0.0]",1.00,0.50,7.55,0.27,0.02,0.19,29.18,37.20
1,"[0.2, 0.2]","[0.9, 0.9]","[0.8, 0.1]","[0.8, 0.9]","[0.9, 0.8]",1.00,0.50,-24.26,11.23,0.26,33.01,-8.96,11.28
2,"[0.2, 0.9]","[0.6, 0.7]","[0.8, 0.1]","[0.8, 0.9]","[0.7, 0.0]",0.82,0.50,41.14,13.48,-15.51,37.19,-0.47,75.83
3,"[0.2, 0.9]","[0.2, 0.0]","[0.0, 0.3]","[0.4, 0.0]","[0.7, 0.0]",0.70,0.50,45.56,-0.13,10.13,12.26,14.98,82.80
4,"[0.8, 0.8]","[0.4, 0.0]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.60,0.50,-10.16,-0.34,60.47,20.59,-0.41,70.15
5,"[0.4, 0.3]","[0.6, 0.8]","[0.2, 0.7]","[0.8, 0.9]","[0.9, 0.0]",0.52,0.50,-3.63,23.76,33.23,19.47,-0.30,72.51
6,"[0.2, 0.2]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.7]","[0.2, 0.1]",0.46,0.46,-24.89,49.97,36.21,25.05,2.04,88.38
7,"[0.3, 0.3]","[0.9, 0.1]","[0.0, 0.6]","[0.8, 0.9]","[0.9, 0.3]",0.40,0.40,-10.92,44.22,27.29,20.04,-3.00,77.63
8,"[0.2, 0.9]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.35,0.35,46.73,45.09,37.00,21.75,-0.46,150.11
9,"[0.2, 0.9]","[0.9, 0.1]","[0.0, 0.7]","[0.3, 0.1]","[0.6, 0.9]",0.30,0.30,42.11,54.49,37.97,-15.82,-21.11,97.64
10,"[0.1, 0.5]","[0.9, 0.1]","[0.0, 0.7]","[0.5, 0.6]","[0.7, 0.0]",0.26,0.26,18.27,47.56,43.62,19.19,7.67,136.30
11,"[0.1, 0.7]","[0.0, 0.6]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.22,0.22,42.18,48.10,11.49,24.44,-0.07,126.15
12,"[0.3, 0.5]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.19,0.19,52.02,41.81,36.69,21.04,-0.08,151.48
13,"[0.2, 0.9]","[0.9, 0.1]","[0.4, 0.2]","[0.8, 0.9]","[0.7, 0.0]",0.15,0.15,40.03,49.51,48.20,3.57,-0.27,141.04
14,"[0.2, 0.9]","[0.5, 0.4]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.12,0.12,39.77,-0.24,17.32,24.62,-0.36,81.11
15,"[0.2, 0.9]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.10,0.10,40.03,50.60,40.04,24.47,-0.39,154.75
16,"[0.2, 0.9]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.07,0.07,41.20,49.75,40.02,20.98,-0.24,151.70
17,"[0.2, 0.9]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.05,0.05,41.89,46.86,38.23,24.18,-0.41,150.75
18,"[0.2, 0.9]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.02,0.02,43.56,47.44,36.05,22.51,-0.15,149.42
19,"[0.2, 0.9]","[0.9, 0.1]","[0.0, 0.7]","[0.8, 0.9]","[0.7, 0.0]",0.01,0.01,41.46,51.51,38.34,22.02,-0.21,153.13
