,action1,action2,action3,action4,action5,epsilon,lr,reward1,reward2,reward3,reward4,reward5,total_reward
0,"[0.4, 0.6]","[0.3, 0.8]","[0.3, 0.5]","[0.3, 0.4]","[0.1, 0.4]",1.00,0.50,7.45,-0.92,-26.59,-31.42,12.17,-39.32
1,"[0.5, 0.1]","[0.4, 0.1]","[0.9, 0.5]","[0.7, 0.6]","[0.4, 0.8]",0.98,0.50,24.53,-17.23,-0.01,5.30,2.28,14.88
2,"[0.5, 0.3]","[0.7, 0.4]","[0.0, 0.9]","[0.0, 0.0]","[0.4, 0.4]",0.95,0.50,4.56,-21.57,28.93,-0.03,8.16,20.05
3,"[0.3, 0.1]","[0.9, 0.0]","[0.4, 0.6]","[0.8, 0.7]","[0.7, 0.3]",0.93,0.50,-68.85,39.54,27.51,0.82,0.16,-0.82
4,"[0.7, 0.1]","[0.0, 0.8]","[0.6, 0.5]","[0.4, 0.1]","[0.2, 0.3]",0.90,0.50,54.94,67.38,49.05,-3.16,1.66,169.87
5,"[0.0, 0.6]","[0.2, 0.2]","[0.5, 0.3]","[0.6, 0.3]","[0.8, 0.5]",0.88,0.50,36.39,-15.15,-22.30,-75.77,16.37,-60.46
6,"[0.4, 0.0]","[0.0, 0.8]","[0.7, 0.9]","[0.8, 0.4]","[0.4, 0.2]",0.85,0.50,14.10,113.51,65.25,-11.58,25.24,206.52
7,"[0.4, 0.1]","[0.0, 0.1]","[0.1, 0.9]","[0.7, 0.6]","[0.5, 0.4]",0.81,0.50,-24.21,22.47,69.77,36.45,-1.13,103.36
8,"[0.9, 0.8]","[0.6, 0.8]","[0.1, 0.9]","[0.5, 0.2]","[0.7, 0.8]",0.78,0.50,-86.16,45.61,42.40,14.19,-2.52,13.53
9,"[0.7, 0.1]","[0.7, 0.7]","[0.9, 0.1]","[0.7, 0.6]","[0.2, 0.4]",0.74,0.50,61.21,11.98,-12.09,19.03,45.14,125.28
10,"[0.7, 0.1]","[0.7, 0.1]","[0.5, 0.3]","[0.7, 0.6]","[0.6, 0.5]",0.70,0.50,58.75,-21.13,-1.67,35.82,-16.16,55.61
11,"[0.7, 0.1]","[0.9, 0.3]","[0.9, 0.4]","[0.1, 0.8]","[0.7, 0.8]",0.65,0.50,60.04,-27.54,4.52,21.71,71.18,129.91
12,"[0.7, 0.1]","[0.2, 0.2]","[0.1, 0.6]","[0.7, 0.6]","[0.1, 0.2]",0.60,0.50,55.99,39.25,16.50,30.90,15.95,158.60
13,"[0.7, 0.1]","[0.0, 0.8]","[0.6, 0.2]","[0.6, 0.8]","[0.7, 0.8]",0.54,0.50,60.61,69.79,36.41,8.41,-93.59,81.63
14,"[0.3, 0.1]","[0.2, 0.5]","[0.1, 0.9]","[0.7, 0.6]","[0.0, 0.0]",0.48,0.48,-76.22,9.60,13.03,36.58,0.13,-16.89
15,"[0.7, 0.1]","[0.0, 0.8]","[0.0, 0.1]","[0.3, 0.4]","[0.9, 0.7]",0.40,0.40,53.83,72.47,1.57,18.51,3.46,149.84
16,"[0.7, 0.1]","[0.0, 0.8]","[0.4, 0.2]","[0.5, 0.4]","[0.4, 0.9]",0.30,0.30,62.03,78.90,-0.45,-1.99,14.67,153.15
17,"[0.7, 0.1]","[0.0, 0.8]","[0.1, 0.9]","[0.0, 0.1]","[0.2, 0.4]",0.18,0.18,58.49,65.82,21.71,0.31,2.83,149.16
18,"[0.7, 0.1]","[0.0, 0.8]","[0.1, 0.9]","[0.7, 0.6]","[0.2, 0.4]",0.01,0.01,59.95,73.10,25.88,39.41,41.20,239.55
19,"[0.7, 0.1]","[0.0, 0.8]","[0.1, 0.9]","[0.7, 0.6]","[0.2, 0.4]",0.01,0.01,59.25,66.70,22.49,41.98,38.30,228.71
