,action1,action2,action3,action4,action5,epsilon,lr,reward1,reward2,reward3,reward4,reward5,total_reward
0,"[0.2, 0.0]","[0.0, 0.7]","[0.4, 0.5]","[0.1, 0.6]","[0.0, 0.6]",1.00,0.50,3.13,58.11,-44.31,6.35,20.43,43.71
1,"[0.2, 0.0]","[0.4, 0.7]","[0.2, 0.3]","[0.2, 0.5]","[0.9, 0.5]",0.98,0.50,2.86,-39.34,4.62,2.31,28.84,-0.71
2,"[0.3, 0.7]","[0.1, 0.3]","[0.2, 0.4]","[0.5, 0.4]","[0.2, 0.2]",0.95,0.50,-35.39,13.21,-4.47,-20.25,17.12,-29.77
3,"[0.1, 0.2]","[0.9, 0.7]","[0.4, 0.4]","[0.3, 0.8]","[0.4, 0.3]",0.93,0.50,21.00,6.78,34.81,9.37,-34.95,37.02
4,"[0.5, 0.2]","[0.4, 0.1]","[0.6, 0.7]","[0.7, 0.2]","[0.4, 0.2]",0.90,0.50,19.30,-15.69,1.66,-35.91,13.93,-16.71
5,"[0.5, 0.6]","[0.8, 0.6]","[0.0, 0.7]","[0.5, 0.2]","[0.3, 0.8]",0.88,0.50,2.03,-22.43,9.42,19.56,20.62,29.20
6,"[0.9, 0.6]","[0.0, 0.7]","[0.5, 0.8]","[0.5, 0.4]","[0.3, 0.0]",0.85,0.50,17.30,10.14,7.77,-36.19,-0.50,-1.47
7,"[0.0, 0.0]","[0.9, 0.3]","[0.4, 0.4]","[0.9, 0.0]","[0.4, 0.3]",0.81,0.50,2.81,25.62,7.29,28.56,8.02,72.30
8,"[0.1, 0.2]","[0.2, 0.7]","[0.8, 0.1]","[0.0, 0.7]","[0.7, 0.5]",0.78,0.50,18.99,15.65,38.89,39.36,71.03,183.93
9,"[0.1, 0.2]","[0.0, 0.7]","[0.7, 0.9]","[0.9, 0.4]","[0.7, 0.5]",0.74,0.50,18.86,28.25,21.66,-17.99,4.71,55.49
10,"[0.6, 0.4]","[0.1, 0.7]","[0.5, 0.0]","[0.3, 0.1]","[0.7, 0.5]",0.70,0.50,6.35,14.12,18.58,-2.34,-0.35,36.35
11,"[0.1, 0.2]","[0.2, 0.1]","[0.5, 0.2]","[0.2, 0.1]","[0.2, 0.8]",0.65,0.50,19.65,-9.89,-47.60,7.24,26.00,-4.60
12,"[0.9, 0.5]","[0.0, 0.7]","[0.8, 0.1]","[0.0, 0.7]","[0.9, 0.5]",0.60,0.50,48.67,11.60,49.27,41.83,-31.46,119.90
13,"[0.1, 0.2]","[0.5, 0.2]","[0.3, 0.7]","[0.0, 0.0]","[0.2, 0.5]",0.54,0.50,18.68,-9.51,14.80,-0.18,11.91,35.70
14,"[0.1, 0.2]","[0.0, 0.7]","[0.8, 0.1]","[0.0, 0.7]","[0.7, 0.3]",0.48,0.48,19.22,28.14,49.63,38.45,53.14,188.59
15,"[0.2, 0.1]","[0.6, 0.3]","[0.1, 0.0]","[0.6, 0.7]","[0.7, 0.3]",0.40,0.40,-16.72,1.64,-0.08,9.99,-55.23,-60.40
16,"[0.0, 0.1]","[0.3, 0.3]","[0.1, 0.3]","[0.0, 0.7]","[0.2, 0.8]",0.30,0.30,27.98,-35.10,24.36,23.44,-15.06,25.60
17,"[0.1, 0.2]","[0.0, 0.7]","[0.5, 0.5]","[0.0, 0.7]","[0.3, 0.8]",0.18,0.18,18.80,31.79,24.56,12.27,-57.95,29.46
18,"[0.1, 0.2]","[0.0, 0.7]","[0.8, 0.1]","[0.0, 0.7]","[0.0, 0.6]",0.01,0.01,22.17,32.26,57.80,42.31,49.37,203.91
19,"[0.1, 0.2]","[0.0, 0.7]","[0.8, 0.1]","[0.0, 0.7]","[0.0, 0.6]",0.01,0.01,21.45,27.99,52.61,36.93,52.53,191.50
